LTCH_Num,Date,PHU_Num,PHU,LTC_Home,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases,homeType,ResCouncil,FamCouncil,Accreditation,Annual_Orders,Annual_Non.compliance,Targeted_Inspect_Num,Targeted_Orders,Targeted_Non.compliance,Home,Pain,Depression,PressureUlcers,PhysicalRestraintUse,Falls,AntiPhsychoticMedUse
2587,2021-02-24,2246,Niagara,crescent park lodge,Fort Erie,68,0,14,0,For-Profit,Yes,Yes,Yes,0.0,6.0,0.0,4.0,3.0,crescent park lodge,2.706000000000,13.493000000000,5.230000000000,4.072000000000,9.524000000000,10.944000000000
2589,2020-12-23,3895,Toronto,main street terrace,Toronto,150,0,8,4,For-Profit,Yes,Yes,Yes,0.0,2.0,0.0,0.0,0.0,main street terrace,6.364000000000,16.677000000000,1.331000000000,0.000000000000,10.306000000000,15.741000000000
2590,2021-01-31,2261,Sudbury,extendicare falconbridge,Sudbury,234,0,0,4,For-Profit,Yes,Yes,Yes,2.0,7.0,4.0,10.0,7.0,extendicare falconbridge,5.139000000000,23.245000000000,2.704000000000,3.281000000000,16.915000000000,21.882000000000
2591,2021-02-15,3895,Toronto,cedarvale terrace,Toronto,218,4,9,4,For-Profit,Yes,Yes,Yes,0.0,4.0,0.0,2.0,1.0,cedarvale terrace,0.739000000000,6.842000000000,1.298000000000,0.890000000000,6.832000000000,16.609000000000
2594,2021-02-07,3895,Toronto,st. george care community,Toronto,238,0,19,4,For-Profit,Yes,Yes,Yes,0.0,1.0,0.0,22.0,3.0,st. george care community,1.524000000000,9.745000000000,2.412000000000,0.000000000000,12.519000000000,15.421000000000
2595,2021-02-11,2266,Wellington-Dufferin-Guelph,caressant care harriston,Harriston,89,0,0,0,For-Profit,Yes,Yes,Yes,0.0,1.0,0.0,0.0,0.0,caressant care harriston,6.027000000000,26.098000000000,1.773000000000,0.000000000000,10.128000000000,16.683000000000
2598,2020-07-16,2247,North Bay-Parry Sound,waters edge care community,North Bay,148,0,0,0,For-Profit,Yes,Yes,Yes,3.0,12.0,0.0,0.0,2.0,waters edge care community,11.496000000000,14.724000000000,2.493000000000,0.000000000000,16.072000000000,16.051000000000
2599,2020-12-29,2233,Grey-Bruce,the village seniors community,Hanover,70,0,0,4,For-Profit,Yes,Yes,Yes,3.0,9.0,0.0,0.0,0.0,the village seniors community,3.677000000000,36.786000000000,2.312000000000,0.000000000000,19.820000000000,12.993000000000
2602,2021-03-01,2268,Windsor-Essex,franklin gardens long term care home,Leamington,120,4,4,4,For-Profit,Yes,Yes,Yes,0.0,3.0,0.0,2.0,2.0,franklin gardens long term care home,4.630000000000,25.823000000000,2.602000000000,0.000000000000,28.069000000000,16.255000000000
2603,2021-02-23,2266,Wellington-Dufferin-Guelph,caressant care fergus nursing home,Fergus,87,0,0,0,For-Profit,Yes,Yes,Yes,5.0,15.0,5.0,6.0,2.0,caressant care fergus nursing home,7.582000000000,29.882000000000,3.748000000000,0.000000000000,19.516000000000,25.457000000000
2604,2020-12-06,2261,Sudbury,extendicare york,Sudbury,288,0,0,0,For-Profit,Yes,Yes,Yes,1.0,19.0,1.0,4.0,3.0,extendicare york,11.550000000000,17.606000000000,3.848000000000,3.844000000000,20.686000000000,16.865000000000
2605,2021-01-26,2230,Durham,glen hill strathaven,Bowmanville,210,4,0,4,Non-Profit,Yes,No,Yes,0.0,0.0,1.0,6.0,4.0,glen hill strathaven,2.025000000000,20.873000000000,2.060000000000,2.679000000000,13.287000000000,18.966000000000
2606,2021-01-12,2265,Waterloo,peoplecare hilltop manor cambridge,Cambridge,185,0,0,4,For-Profit,Yes,Yes,Yes,1.0,7.0,0.0,6.0,4.0,peoplecare hilltop manor cambridge,4.066000000000,32.853000000000,2.357000000000,0.000000000000,23.560000000000,26.649000000000
2607,2021-02-09,2246,Niagara,"niagara health system, welland hospital site, extended care unit",St. Catharines,115,0,0,0,Non-Profit,Yes,No,Yes,0.0,9.0,0.0,0.0,0.0,"niagara health system, welland hospital site, extended care unit",13.030000000000,12.024000000000,4.197000000000,10.221000000000,19.294000000000,18.543000000000
2610,2021-02-23,2256,Porcupine,extendicare kapuskasing,Kapuskasing,61,4,16,4,For-Profit,Yes,Yes,Yes,0.0,7.0,0.0,0.0,1.0,extendicare kapuskasing,16.018000000000,9.194000000000,1.221000000000,3.938000000000,19.223000000000,18.746000000000
2611,2020-10-25,2270,York Region,mackenzie place,Newmarket,93,0,15,4,For-Profit,Yes,Yes,Yes,0.0,4.0,0.0,0.0,0.0,mackenzie place,5.974000000000,13.369000000000,2.556000000000,0.000000000000,15.876000000000,8.414000000000
2613,2021-02-16,2230,Durham,bon air long term care residence,Cannington,55,0,0,4,For-Profit,Yes,Yes,Yes,0.0,8.0,0.0,0.0,0.0,bon air long term care residence,1.416000000000,30.089000000000,2.259000000000,3.781000000000,17.444000000000,17.072000000000
2614,2021-02-15,4913,South West,peoplecare tavistock,Tavistock,100,0,10,4,For-Profit,Yes,No,Yes,0.0,2.0,0.0,0.0,0.0,peoplecare tavistock,1.732000000000,26.784000000000,1.759000000000,0.000000000000,14.349000000000,18.161000000000
2615,2021-02-04,2263,Timiskaming,extendicare tri-town,Haileybury,60,0,0,4,For-Profit,Yes,Yes,Yes,0.0,1.0,0.0,1.0,1.0,extendicare tri-town,5.814000000000,11.600000000000,0.247000000000,0.000000000000,21.478000000000,17.436000000000
2616,2020-12-23,2241,Kingston Frontenac L & A,extendicare kingston,Kingston,150,0,0,0,For-Profit,Yes,Yes,Yes,0.0,3.0,0.0,1.0,1.0,extendicare kingston,8.573000000000,18.223000000000,0.533000000000,2.386000000000,16.867000000000,5.428000000000
2618,2021-02-28,2246,Niagara,niagara long term care residence,Niagara-On-The-Lake,124,0,13,4,For-Profit,Yes,Yes,Yes,0.0,5.0,0.0,0.0,0.0,niagara long term care residence,3.238000000000,23.515000000000,4.031000000000,2.848000000000,16.456000000000,13.532000000000
2619,2021-03-12,2270,York Region,mariann home,Richmond Hill,64,0,0,4,Non-Profit,Yes,Yes,Yes,0.0,5.0,0.0,0.0,0.0,mariann home,4.584000000000,13.702000000000,1.287000000000,1.684000000000,9.378000000000,15.457000000000
2620,2020-12-20,2249,Northwestern,birchwood terrace,Kenora,96,0,0,4,For-Profit,Yes,Yes,Yes,,,,,,birchwood terrace,4.843000000000,32.116000000000,2.632000000000,6.149000000000,16.476000000000,15.605000000000
2621,2021-02-15,2234,Haldimand-Norfolk,the norfolk hospital nursing home,Simcoe,80,0,0,4,Non-Profit,Yes,Yes,Yes,1.0,11.0,0.0,0.0,0.0,the norfolk hospital nursing home,1.728000000000,30.588000000000,2.188000000000,0.000000000000,17.053000000000,31.536000000000
2622,2020-10-29,2244,Middlesex-London,craigholme,Ailsa Craig,83,0,0,4,Non-Profit,Yes,Yes,No,0.0,3.0,0.0,7.0,2.0,craigholme,1.888000000000,22.602000000000,4.865000000000,1.374000000000,10.326000000000,13.866000000000
2625,2021-03-12,2230,Durham,fosterbrooke,Newcastle,88,0,0,4,For-Profit,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,fosterbrooke,2.067000000000,19.938000000000,1.977000000000,0.276000000000,14.744000000000,13.706000000000
2627,2020-10-19,4913,South West,caressant care on mary bucke,St. Thomas,60,0,0,0,For-Profit,Yes,No,Yes,1.0,10.0,1.0,2.0,1.0,caressant care on mary bucke,2.592000000000,22.537000000000,1.653000000000,2.806000000000,14.462000000000,28.550000000000
2628,2020-11-29,4913,South West,secord trails care community,Ingersoll,80,0,0,4,For-Profit,Yes,Yes,Yes,4.0,9.0,0.0,0.0,0.0,secord trails care community,3.707000000000,13.501000000000,8.314000000000,0.990000000000,25.275000000000,14.537000000000
2629,2021-02-22,2230,Durham,port perry place,Port Perry,107,4,13,4,For-Profit,Yes,Yes,Yes,,,,,,port perry place,4.652000000000,22.931000000000,3.090000000000,0.000000000000,15.902000000000,12.428000000000
2630,2021-03-12,2270,York Region,chartwell aurora long term care residence,Aurora,235,4,11,4,For-Profit,Yes,Yes,Yes,0.0,7.0,0.0,0.0,0.0,chartwell aurora long term care residence,0.759000000000,29.602000000000,0.663000000000,0.699000000000,13.668000000000,13.828000000000
2631,2021-02-17,3895,Toronto,the o'neill centre,Toronto,162,4,4,4,For-Profit,Yes,No,Yes,0.0,7.0,0.0,0.0,0.0,the o'neill centre,1.819000000000,12.458000000000,1.633000000000,0.000000000000,14.099000000000,17.102000000000
2632,2021-02-08,2244,Middlesex-London,chartwell parkhill long term care residence,Parkhill,64,0,0,4,For-Profit,Yes,No,Yes,1.0,3.0,0.0,0.0,0.0,chartwell parkhill long term care residence,12.519000000000,31.811000000000,3.799000000000,1.441000000000,19.793000000000,11.681000000000
2633,2020-06-18,2260,Simcoe-Muskoka,creedan valley care community,Creemore,95,0,0,4,For-Profit,Yes,Yes,Yes,0.0,2.0,0.0,0.0,0.0,creedan valley care community,6.980000000000,18.779000000000,2.631000000000,0.532000000000,24.950000000000,21.583000000000
2635,2021-02-02,2230,Durham,reachview village,Uxbridge,100,0,17,4,For-Profit,Yes,Yes,Yes,0.0,0.0,2.0,6.0,5.0,reachview village,0.000000000000,8.905000000000,1.773000000000,0.000000000000,23.750000000000,14.540000000000
2637,2020-11-16,2243,"Leeds,Grenville,Lanark",stoneridge manor,Carleton Place,60,0,6,0,For-Profit,Yes,Yes,Yes,0.0,4.0,0.0,0.0,0.0,stoneridge manor,5.457000000000,16.259000000000,0.804000000000,5.766000000000,11.125000000000,18.448000000000
2639,2021-02-08,2235,Haliburton Kawartha Pr,hope street terrace,Port Hope,97,0,5,4,For-Profit,Yes,No,Yes,0.0,7.0,0.0,7.0,2.0,hope street terrace,12.953000000000,35.736000000000,4.244000000000,0.180000000000,19.158000000000,7.806000000000
2640,2020-12-08,2243,"Leeds,Grenville,Lanark",sherwood park manor,Brockville,107,4,0,0,Non-Profit,Yes,Yes,No,0.0,5.0,0.0,1.0,2.0,sherwood park manor,6.423000000000,35.221000000000,3.093000000000,12.587000000000,13.498000000000,16.769000000000
2641,2021-02-10,2237,Hamilton,blackadar continuing care centre,Dundas,80,4,4,0,For-Profit,Yes,No,No,6.0,22.0,0.0,0.0,1.0,blackadar continuing care centre,7.058000000000,14.822000000000,0.783000000000,1.742000000000,15.775000000000,34.491000000000
